0, 14.28909, 0.5634214
1, 13.9617, 0.5489784
2, 13.12279, 0.5095689
3, 12.5996, 0.5065088
4, 12.84274, 0.5272662
5, 12.58728, 0.5039567
6, 12.41784, 0.5115649
7, 12.83905, 0.5243444
8, 13.60409, 0.5287097
9, 13.28825, 0.5435198
10, 13.48726, 0.5264513
11, 13.33714, 0.5302978
12, 13.21356, 0.5225003
13, 13.24161, 0.5326821
14, 12.91379, 0.5126464
15, 12.77465, 0.524512
16, 13.0718, 0.5202991
17, 12.66899, 0.5127364
18, 12.67753, 0.4957605
19, 13.14983, 0.5234752
20, 13.31793, 0.5191379
21, 13.31471, 0.5302095
22, 13.60345, 0.5377738
23, 13.40692, 0.5497529
24, 14.06275, 0.5516127
25, 14.14058, 0.5502979
26, 13.43022, 0.5396538
27, 13.95051, 0.5483869
28, 14.10194, 0.5671646
29, 14.0137, 0.5693383
30, 13.74457, 0.5578551
31, 13.90938, 0.5671512
32, 14.09026, 0.56625
33, 14.07823, 0.5476849
34, 13.81328, 0.5334564
35, 14.26362, 0.576883
36, 12.8393, 0.5003964
37, 12.85418, 0.5005171
38, 12.55646, 0.5037724
39, 12.70136, 0.502659
40, 12.76341, 0.4962712
41, 12.63011, 0.5119984
42, 12.46667, 0.5051646
43, 12.85434, 0.5159796
44, 13.26316, 0.5392742
45, 13.08302, 0.5362478
46, 12.91853, 0.5100696
47, 13.04229, 0.5339487
48, 12.77221, 0.4996313
49, 11.91693, 0.482795
50, 12.26098, 0.4801815
51, 12.40993, 0.4930193
52, 12.64682, 0.5141696
53, 12.24279, 0.5007038
54, 12.22084, 0.4830804
55, 12.82448, 0.503975
56, 13.24137, 0.5216716
57, 12.68803, 0.5065237
58, 12.21851, 0.4841903
59, 12.49368, 0.4932903
60, 12.36323, 0.5000029
61, 12.6853, 0.5146421
62, 12.99099, 0.515598
63, 13.14802, 0.5292352
64, 13.04137, 0.5133688
65, 12.99642, 0.5084263
66, 13.44418, 0.5381908
67, 13.31978, 0.5194219
68, 12.36811, 0.5022184
69, 12.85036, 0.5096244
70, 12.5632, 0.4976711
71, 11.92243, 0.4706733
72, 12.43091, 0.4894585
73, 12.20465, 0.4909589
74, 12.25227, 0.5025276
75, 12.682, 0.5017893
76, 12.92695, 0.5215134
77, 12.56376, 0.5071133
78, 12.46677, 0.5067777
79, 12.77158, 0.5082027
80, 12.41173, 0.5077015
81, 12.24551, 0.4986471
82, 11.94871, 0.4891188
83, 11.697, 0.465853
84, 11.93302, 0.4709559
85, 11.94191, 0.4935075
86, 12.28433, 0.4948574
87, 11.85062, 0.4827079
88, 12.23637, 0.4926788
89, 11.79115, 0.4873949
90, 11.88431, 0.4760776
91, 11.85482, 0.4707366
92, 11.87811, 0.4856594
93, 11.92865, 0.4719471
94, 11.85472, 0.4768675
95, 12.09929, 0.480108
96, 11.98172, 0.4725476
97, 12.2515, 0.4832121
98, 12.62415, 0.4983633
99, 12.39001, 0.5031362
100, 11.88297, 0.4774486
101, 11.71259, 0.4663504
102, 11.8382, 0.4899502
103, 12.02844, 0.4802836
104, 11.57195, 0.4792588
105, 11.40506, 0.4531903
106, 10.21431, 0.4224432
107, 10.56835, 0.4313674
108, 10.39741, 0.4258985
109, 10.82568, 0.4418169
110, 10.82483, 0.4469375
111, 10.91725, 0.4446461
112, 11.25762, 0.4561695
113, 11.14559, 0.4516682
114, 11.46188, 0.4607305
115, 11.93168, 0.4699019
116, 12.45946, 0.4906014
117, 11.74859, 0.4768714
118, 12.23299, 0.5050388
119, 11.89655, 0.4683603
120, 12.01914, 0.4721843
121, 12.58171, 0.5010005
122, 12.34887, 0.4892301
123, 11.86186, 0.4636056
124, 12.87044, 0.5074586
125, 13.1088, 0.5117272
126, 13.101, 0.5241244
127, 12.90478, 0.5044462
128, 12.72225, 0.4944557
129, 13.04923, 0.5232063
130, 13.25139, 0.5140067
131, 12.95273, 0.5230233
132, 13.49038, 0.5484537
133, 13.36872, 0.5332893
134, 12.67898, 0.5190648
135, 12.58676, 0.5091166
136, 13.01648, 0.5266368
137, 12.61349, 0.5028551
138, 12.43767, 0.5044038
139, 12.83276, 0.5093769
140, 12.82722, 0.5155911
141, 12.40364, 0.5058174
142, 12.4182, 0.4948877
143, 12.78268, 0.5162112
144, 13.00684, 0.5078917
145, 13.24225, 0.5424331
146, 13.72988, 0.5478488
147, 13.42363, 0.5490525
148, 13.70571, 0.537555
149, 13.84754, 0.5630265
150, 14.28549, 0.5535647
151, 13.77216, 0.5629272
152, 14.36798, 0.571071
153, 13.93799, 0.5462579
154, 13.63754, 0.5424052
155, 13.27453, 0.5184821
156, 12.67753, 0.4941002
157, 12.2195, 0.4900181
158, 12.1942, 0.4758367
159, 12.1597, 0.4998501
160, 12.66861, 0.497879
161, 12.29388, 0.4916122
162, 11.84108, 0.4884024
163, 12.03877, 0.4848951
164, 12.37471, 0.5003897
165, 12.01799, 0.4883511
166, 12.42683, 0.4973676
167, 12.12285, 0.485712
168, 12.09218, 0.4884468
169, 12.06229, 0.4872538
170, 11.95748, 0.4718614
171, 12.40415, 0.4819998
172, 12.37378, 0.5102333
173, 11.95696, 0.4924144
174, 12.41112, 0.485516
175, 12.05283, 0.4804308
176, 11.99454, 0.4815125
177, 12.52207, 0.5033053
178, 12.34934, 0.4937217
179, 12.63489, 0.4936707
180, 12.61833, 0.4939094
181, 12.9471, 0.5326643
182, 12.40373, 0.4895229
183, 12.82705, 0.5162086
184, 12.14298, 0.4980424
185, 12.22669, 0.4822967
186, 11.86112, 0.483969
187, 11.61285, 0.4643609
188, 11.96216, 0.4918242
189, 12.05065, 0.4892601
190, 11.87515, 0.4758285
191, 11.6506, 0.4760954
192, 11.69538, 0.4768933
193, 11.86298, 0.480808
194, 12.0431, 0.4733928
195, 11.81156, 0.4757445
196, 11.67393, 0.4702855
197, 11.57154, 0.4639042
198, 11.68209, 0.4779732
199, 11.6876, 0.4632796
200, 11.81383, 0.4869507
201, 11.9711, 0.4906386
202, 11.37576, 0.4679477
203, 11.34451, 0.4558986
204, 10.77416, 0.4389003
205, 11.01219, 0.4484607
206, 10.9407, 0.4353223
207, 10.25977, 0.4268426
208, 10.40314, 0.4260518
209, 10.02304, 0.4157221
210, 10.61608, 0.4377822
211, 10.61999, 0.433981
212, 10.41489, 0.4284254
213, 10.02285, 0.4087753
214, 10.00902, 0.417876
215, 10.78469, 0.4428367
216, 10.44164, 0.4356425
217, 10.90728, 0.4520642
218, 10.97286, 0.4560418
219, 10.83331, 0.4367738
220, 11.13874, 0.4446983
221, 11.22268, 0.4540872
222, 11.71562, 0.4642937
223, 11.5929, 0.4650803
224, 11.83081, 0.4853559
225, 11.80624, 0.4775724
226, 12.16965, 0.4798728
227, 11.80407, 0.4832906
228, 11.64807, 0.4725052
229, 11.78533, 0.4634615
230, 11.33795, 0.4659294
231, 11.25721, 0.4618962
232, 11.66346, 0.4672376
233, 11.52217, 0.464555
234, 11.65484, 0.4736411
235, 11.59014, 0.4710382
236, 11.62294, 0.4738114
237, 11.09274, 0.4469009
238, 10.69595, 0.4441012
239, 10.5064, 0.4297241
240, 11.32805, 0.4499632
241, 10.27571, 0.4272616
242, 10.52871, 0.4291504
243, 10.28654, 0.4273925
244, 10.06601, 0.4184022
245, 10.82378, 0.4491458
246, 10.53479, 0.4325256
247, 10.74786, 0.4442704
248, 10.6408, 0.4396025
249, 10.22972, 0.4148315
250, 9.773836, 0.4097364
251, 10.41878, 0.4308269
252, 10.18494, 0.4252002
253, 9.719604, 0.4035
254, 10.21712, 0.4101321
255, 10.80412, 0.4378971
256, 11.36095, 0.4623531
257, 11.67988, 0.4774918
258, 11.78675, 0.4846694
259, 11.85518, 0.4790313
260, 12.17173, 0.4904363
261, 12.17454, 0.4839102
262, 12.0284, 0.4831205
263, 11.8189, 0.4710428
264, 11.39852, 0.4629798
265, 11.20439, 0.4624306
266, 11.65422, 0.4715386
267, 11.63775, 0.4759564
268, 11.94569, 0.4693508
269, 11.89321, 0.4787485
270, 11.67804, 0.4807384
271, 12.14693, 0.4867178
272, 12.26105, 0.492052
273, 12.17474, 0.5007433
274, 12.46717, 0.4977971
275, 12.03343, 0.4868823
276, 12.28509, 0.4963611
277, 12.6327, 0.5105593
278, 11.68255, 0.4809604
279, 11.21251, 0.4631838
280, 11.08868, 0.4456416
281, 11.09504, 0.4562692
282, 11.34282, 0.4560629
283, 12.17086, 0.5023332
284, 11.20541, 0.4508649
285, 10.68206, 0.4409614
286, 10.73178, 0.4451723
287, 11.57109, 0.4687922
288, 11.12161, 0.4592018
289, 11.15238, 0.4477199
290, 11.3635, 0.4641359
291, 11.56107, 0.4660397
292, 11.51383, 0.4760871
293, 11.30719, 0.4582966
294, 11.09512, 0.448198
295, 11.05832, 0.4528348
296, 10.87241, 0.4523851
297, 10.98456, 0.451104
298, 11.18104, 0.4554139
299, 11.35487, 0.4469564
300, 11.16788, 0.4529151
301, 11.23363, 0.4521916
302, 10.67439, 0.423028
303, 11.86426, 0.4830513
304, 12.11765, 0.487498
305, 11.79677, 0.4746258
306, 11.77524, 0.4705622
307, 12.20181, 0.4804481
308, 12.47006, 0.5082161
309, 12.10365, 0.4732458
310, 12.50131, 0.5030825
311, 12.71385, 0.516694
312, 12.77803, 0.5214038
